Site,Unique ID,Outplant.Date,Tag.Num,Project Type,Attachment Method,Plug Type,Geno Layout,Num.Frags.Array,Species,Geno,Time.Point,Monitoring.Date,Num.Dead.Old,Num.Dead.New,Num.Missing,Num.Predation,Perc.Partial.Mortality.Old,Perc.Partial.Mortality.New,Fish.Predation,Snails,Disease,Bleaching,Overall.Condition,Fusion,Comments,Location
DL_M_1,43914-DL_M_1-X-25,3/24/2020,X-25,Restoration,plug/epoxy,co,grouped,10,OFAV,OF210,One.Month,4/29/2020,1,0,0,10,10,0,Y,N,N,N,2,0,1 coral removed entirely by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-26,3/24/2020,X-26,Restoration,plug/epoxy,co,grouped,10,OFAV,OF635,One.Month,4/29/2020,2,0,0,10,15,0,Y,N,N,N,2,0,2 coral removed entirely by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-27,3/24/2020,X-27,Restoration,plug/epoxy,co,grouped,10,OFAV,OF307,One.Month,4/29/2020,0,0,0,10,10,5,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-24,3/24/2020,X-24,Restoration,plug/epoxy,co,grouped,10,OFAV,OF443,One.Month,4/29/2020,4,0,0,5,5,60,Y,N,Y,N,3,0,6 corals showing heavy tissue loss or mortality from disease,Dogsleg
DL_M_1,43914-DL_M_1-X-29,3/24/2020,X-29,Restoration,plug/epoxy,co,grouped,10,OFAV,OF605,One.Month,4/29/2020,0,0,0,10,15,5,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-30,3/24/2020,X-30,Restoration,plug/epoxy,co,grouped,10,OFAV,OF627,One.Month,4/29/2020,4,1,0,9,15,10,Y,N,Y,N,3,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-31,3/24/2020,X-31,Restoration,plug/epoxy,co,grouped,10,OFAV,OF622,One.Month,4/29/2020,0,0,0,10,15,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-28,3/24/2020,X-28,Restoration,plug/epoxy,co,grouped,10,OFAV,OF418,One.Month,4/29/2020,0,0,0,10,15,5,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-20,3/24/2020,X-20,Restoration,plug/epoxy,co,grouped,10,OFAV,OF216,One.Month,4/29/2020,1,0,0,10,10,0,Y,N,N,N,1,0,1 coral completley removed by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-34,3/24/2020,X-34,Restoration,plug/epoxy,co,grouped,5,OFAV,OF232,One.Month,4/29/2020,4,0,0,5,50,0,Y,N,N,N,3,0,4 corals removed entirely by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-35,3/24/2020,X-35,Restoration,plug/epoxy,co,grouped,5,OFAV,OF344,One.Month,4/29/2020,0,0,0,4,5,0,Y,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-36,3/24/2020,X-36,Restoration,plug/epoxy,co,grouped,5,OFAV,OF467,One.Month,4/29/2020,0,0,0,5,10,0,Y,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-23,3/24/2020,X-23,Restoration,plug/epoxy,co,grouped,10,OFAV,OF642,One.Year,4/1/2021,6,0,0,0,5,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-24,3/24/2020,X-24,Restoration,plug/epoxy,co,grouped,10,OFAV,OF443,One.Year,4/1/2021,4,0,0,0,20,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-25,3/24/2020,X-25,Restoration,plug/epoxy,co,grouped,10,OFAV,OF210,One.Year,4/1/2021,5,0,0,0,15,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-26,3/24/2020,X-26,Restoration,plug/epoxy,co,grouped,10,OFAV,OF635,One.Year,4/1/2021,8,0,0,0,40,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-27,3/24/2020,X-27,Restoration,plug/epoxy,co,grouped,10,OFAV,OF307,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,1,0,look amazing!,Dogsleg
DL_M_1,43914-DL_M_1-X-43,3/24/2020,X-43,Restoration,plug/epoxy,co,grouped,5,OFAV,OF467,One.Month,4/29/2020,4,0,0,5,10,0,Y,N,N,N,2,0,4 coral entirely removed by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-44,3/24/2020,X-44,Restoration,plug/epoxy,co,grouped,5,OFAV,OF216,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-30,3/24/2020,X-30,Restoration,plug/epoxy,co,grouped,10,OFAV,OF627,One.Year,4/1/2021,9,0,0,0,95,0,N,N,N,N,3,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-32,3/24/2020,X-32,Restoration,plug/epoxy,co,grouped,15,OFAV,OF357,One.Month,4/29/2020,2,0,0,10,20,0,Y,N,N,N,2,0,2 coral removed entirely by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-33,3/24/2020,X-33,Restoration,plug/epoxy,co,grouped,10,OFAV,OF173,One.Month,4/29/2020,2,0,0,10,20,0,Y,N,N,N,2,0,2 coral removed entirely by fish,Dogsleg
DL_M_1,43914-DL_M_1-X-20,3/24/2020,X-20,Restoration,plug/epoxy,co,grouped,10,OFAV,OF216,One.Year,4/1/2021,8,0,0,0,80,0,N,N,N,N,3,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-21,3/24/2020,X-21,Restoration,plug/epoxy,co,grouped,10,OFAV,OF241,One.Year,4/1/2021,8,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-22,3/24/2020,X-22,Restoration,plug/epoxy,co,grouped,10,OFAV,OF509,One.Year,4/1/2021,7,0,0,0,50,0,N,N,N,N,2,0,1 coral looks perfect. 2 have little remaining tissue,Dogsleg
DL_M_1,43914-DL_M_1-X-36,3/24/2020,X-36,Restoration,plug/epoxy,co,grouped,5,OFAV,OF467,One.Year,4/1/2021,0,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-37,3/24/2020,X-37,Restoration,plug/epoxy,co,grouped,5,OFAV,OF376,One.Year,4/1/2021,0,0,0,0,15,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-38,3/24/2020,X-38,Restoration,plug/epoxy,co,grouped,5,OFAV,OF343,One.Year,4/1/2021,0,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-39,3/24/2020,X-39,Restoration,plug/epoxy,co,grouped,5,OFAV,OF201,One.Year,4/1/2021,0,0,0,0,10,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-40,3/24/2020,X-40,Restoration,plug/epoxy,co,grouped,5,OFAV,OF393,One.Year,4/1/2021,0,0,0,0,40,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-28,3/24/2020,X-28,Restoration,plug/epoxy,co,grouped,10,OFAV,OF418,One.Year,4/1/2021,0,0,0,0,10,0,N,N,N,N,1,0,look amazing!,Dogsleg
DL_M_1,43914-DL_M_1-X-29,3/24/2020,X-29,Restoration,plug/epoxy,co,grouped,10,OFAV,OF605,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,1,0,look amazing!,Dogsleg
DL_M_1,43914-DL_M_1-X-43,3/24/2020,X-43,Restoration,plug/epoxy,co,grouped,5,OFAV,OF467,One.Year,4/1/2021,4,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-31,3/24/2020,X-31,Restoration,plug/epoxy,co,grouped,10,OFAV,OF622,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,1,0,look amazing!,Dogsleg
DL_M_1,43914-DL_M_1-X-32,3/24/2020,X-32,Restoration,plug/epoxy,co,grouped,15,OFAV,OF357,One.Year,4/1/2021,2,0,0,0,10,0,N,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-33,3/24/2020,X-33,Restoration,plug/epoxy,co,grouped,10,OFAV,OF173,One.Year,4/1/2021,2,0,0,0,5,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-34,3/24/2020,X-34,Restoration,plug/epoxy,co,grouped,5,OFAV,OF232,One.Year,4/1/2021,4,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-35,3/24/2020,X-35,Restoration,plug/epoxy,co,grouped,5,OFAV,OF344,One.Year,4/1/2021,1,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-44,3/24/2020,X-44,Restoration,plug/epoxy,co,grouped,5,OFAV,OF216,One.Year,4/1/2021,0,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-41,3/24/2020,X-41,Restoration,plug/epoxy,co,grouped,5,OFAV,OF370,One.Year,4/1/2021,0,0,0,0,10,5,N,N,N,N,2,0,new circle of missing tissue on the join between 2 plugs,Dogsleg
DL_M_1,43914-DL_M_1-X-42,3/24/2020,X-42,Restoration,plug/epoxy,co,grouped,5,OFAV,OF509,One.Year,4/1/2021,2,0,0,0,20,0,N,N,N,N,2,0,0,Dogsleg
DL_M_3,44370-DL_M_3-X-53,6/23/2021,X-53,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF61,One.Month,7/30/2021,0,0,0,20,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_3,44370-DL_M_3-X-53,6/23/2021,X-53,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF61,One.Year,7/25/2022,0,0,0,0,15,0,N,N,N,N,1,3,0,Dogsleg
DL_M_3,44370-DL_M_3-X-54,6/23/2021,X-54,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF27,One.Year,7/25/2022,2,0,0,0,75,0,N,N,N,N,3,4,0,Dogsleg
DL_M_3,44370-DL_M_3-X-55,6/23/2021,X-55,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF201,One.Year,7/25/2022,3,0,0,0,55,0,N,N,N,N,3,4,0,Dogsleg
DL_M_3,44370-DL_M_3-X-55,6/23/2021,X-55,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF201,One.Month,7/30/2021,0,0,0,10,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_3,44370-DL_M_3-X-54,6/23/2021,X-54,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF27,One.Month,7/30/2021,0,0,0,20,5,0,Y,N,?,N,3,0,suspect. corralites damaged so unsure,Dogsleg
DL_M_4,44414-DL_M_4-X-75,8/6/2021,X-75,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF57,One.Year,7/25/2022,17,0,0,0,15,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-72,8/6/2021,X-72,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF434,One.Year,7/25/2022,11,0,0,0,40,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-73,8/6/2021,X-73,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF56,One.Year,7/25/2022,16,0,0,0,30,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-69,8/6/2021,X-69,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF58,One.Year,7/25/2022,20,0,0,0,0,0,N,N,N,N,4,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-70,8/6/2021,X-70,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF58,One.Year,7/25/2022,19,0,0,0,4,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-71,8/6/2021,X-71,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF434,One.Year,7/25/2022,10,0,0,0,40,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-74,8/6/2021,X-74,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF56,One.Year,7/25/2022,17,0,0,0,15,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-72,8/6/2021,X-72,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF434,One.Month,9/10/2021,0,0,0,15,5,10,Y,N,Y,N,2,0,possible DZ?,Dogsleg
DL_M_4,44414-DL_M_4-X-73,8/6/2021,X-73,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF56,One.Month,9/10/2021,0,1,0,4,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_4,44414-DL_M_4-X-74,8/6/2021,X-74,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF56,One.Month,9/10/2021,0,0,0,8,10,0,Y,N,N,N,2,0,probably fish prd causing mort as no active DZ margins,Dogsleg
DL_M_4,44414-DL_M_4-X-71,8/6/2021,X-71,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF434,One.Month,9/10/2021,1,0,0,16,5,10,Y,N,Y,N,2,0,possible DZ on 2 coral - one has 3 missing polyps and septa appear intact,Dogsleg
DL_M_4,44414-DL_M_4-X-77,8/6/2021,X-77,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF627,One.Year,7/25/2022,5,0,0,0,60,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-78,8/6/2021,X-78,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF627,One.Year,7/25/2022,4,0,0,0,60,0,N,N,N,N,3,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-79,8/6/2021,X-79,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF667,One.Year,7/25/2022,12,0,0,0,15,0,N,N,N,N,2,4,0,Dogsleg
DL_M_4,44414-DL_M_4-X-76,8/6/2021,X-76,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF57,One.Year,7/25/2022,9,0,0,0,10,0,N,N,N,N,2,3,0,Dogsleg
DL_M_4,44414-DL_M_4-X-68,8/6/2021,X-68,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF58,One.Year,7/25/2022,15,0,0,0,20,0,N,N,N,N,3,4,single polyps left,Dogsleg
DL_M_4,44414-DL_M_4-X-68,8/6/2021,X-68,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF58,One.Month,9/10/2021,1,0,0,8,15,0,Y,N,N,N,2,0,1 removed from plug. probably fish prd causing mort as no active DZ margins,Dogsleg
DL_M_4,44414-DL_M_4-X-69,8/6/2021,X-69,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF58,One.Month,9/10/2021,1,0,0,10,20,0,Y,N,N,N,2,0,probably fish prd causing mort as no active DZ margins,Dogsleg
DL_M_4,44414-DL_M_4-X-70,8/6/2021,X-70,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF58,One.Month,9/10/2021,2,0,0,6,10,0,Y,N,N,N,2,0,probably fish prd causing mort as no active DZ margins,Dogsleg
DL_M_4,44414-DL_M_4-X-75,8/6/2021,X-75,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF57,One.Month,9/10/2021,0,2,0,7,5,0,Y,N,N,N,2,0,"some septa appear intact of morts, but not all. poss DZ or PRD",Dogsleg
DL_M_4,44414-DL_M_4-X-76,8/6/2021,X-76,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF57,One.Month,9/10/2021,0,0,0,3,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_4,44414-DL_M_4-X-77,8/6/2021,X-77,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF627,One.Month,9/10/2021,0,0,0,13,10,0,Y,N,Y,N,2,0,"possible DZ, discolored",Dogsleg
DL_M_4,44414-DL_M_4-X-78,8/6/2021,X-78,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF627,One.Month,9/10/2021,0,1,0,11,10,5,Y,N,Y,N,2,0,0,Dogsleg
DL_M_4,44414-DL_M_4-X-79,8/6/2021,X-79,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF667,One.Month,9/10/2021,0,0,0,14,10,5,Y,N,Y,N,2,0,DZ,Dogsleg
DL_M_4,44414-DL_M_4-X-80,8/6/2021,X-80,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF667,One.Month,9/10/2021,0,0,0,4,5,5,Y,N,Y,N,2,0,DZ,Dogsleg
DL_M_4,44414-DL_M_4-X-80,8/6/2021,X-80,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF667,One.Year,7/25/2022,12,0,0,0,5,0,N,N,N,N,2,2,0,Dogsleg
DL_M_5,44414-DL_M_5-X-101,8/6/2021,X-101,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF697,One.Month,9/10/2021,0,4,0,4,2,10,Y,N,Y,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-98,8/6/2021,X-98,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF674,One.Month,9/10/2021,0,2,0,0,10,20,N,N,Y,N,3,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-99,8/6/2021,X-99,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF688,One.Month,9/10/2021,0,6,0,0,0,70,N,N,Y,N,3,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-100,8/6/2021,X-100,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF689,One.Month,9/10/2021,0,5,0,2,20,35,Y,N,Y,N,3,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-82,8/6/2021,X-82,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF686,One.Month,9/10/2021,7,0,0,3,0,45,Y,N,Y,N,3,0,most coral showing RTL. 3 had only a few polyps left so classified as dead,Dogsleg
DL_M_5,44414-DL_M_5-X-83,8/6/2021,X-83,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF590,One.Month,9/10/2021,0,0,0,8,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-84,8/6/2021,X-84,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF61,One.Month,9/10/2021,0,0,0,9,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-85,8/6/2021,X-85,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF669,One.Month,9/10/2021,0,0,0,8,10,5,Y,N,Y,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-86,8/6/2021,X-86,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF673,One.Month,9/10/2021,5,0,0,15,20,0,Y,N,Y,Y,3,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-87,8/6/2021,X-87,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF675,One.Month,9/10/2021,0,1,0,10,2,50,Y,N,Y,N,3,0,DZ,Dogsleg
DL_M_5,44414-DL_M_5-X-88,8/6/2021,X-88,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF698,One.Month,9/10/2021,2,0,0,9,10,5,Y,N,Y,Y,2,0,"DZ, paling",Dogsleg
DL_M_5,44414-DL_M_5-X-89,8/6/2021,X-89,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF1,One.Month,9/10/2021,0,0,0,0,0,0,N,N,N,N,1,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-90,8/6/2021,X-90,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF3,One.Month,9/10/2021,0,0,0,7,2,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-91,8/6/2021,X-91,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF350,One.Month,9/10/2021,0,0,0,7,5,10,Y,N,Y,N,2,0,DZ,Dogsleg
DL_M_5,44414-DL_M_5-X-92,8/6/2021,X-92,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF393,One.Month,9/10/2021,0,0,0,4,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-93,8/6/2021,X-93,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF441,One.Month,9/10/2021,3,0,0,3,40,1,Y,N,Y,N,3,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-81,8/6/2021,X-81,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF686,One.Month,9/10/2021,9,0,0,11,50,0,Y,N,Y,N,3,0,most coral showing RTL,Dogsleg
DL_M_5,44414-DL_M_5-X-95,8/6/2021,X-95,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF662,One.Month,9/10/2021,0,0,0,8,5,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-96,8/6/2021,X-96,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF668,One.Month,9/10/2021,0,1,0,0,50,20,N,N,Y,N,3,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-97,8/6/2021,X-97,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF672,One.Month,9/10/2021,0,0,0,0,0,30,N,N,Y,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-84,8/6/2021,X-84,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF61,One.Year,7/25/2022,3,0,0,0,15,0,N,N,N,N,2,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-85,8/6/2021,X-85,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF669,One.Year,7/25/2022,16,0,0,0,15,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-86,8/6/2021,X-86,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF673,One.Year,7/25/2022,13,0,0,0,30,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-87,8/6/2021,X-87,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF675,One.Year,7/25/2022,13,0,0,0,30,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-88,8/6/2021,X-88,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF698,One.Year,7/25/2022,17,0,0,0,10,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-89,8/6/2021,X-89,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF1,One.Year,7/25/2022,1,0,0,0,35,0,N,N,N,N,2,3,paling,Dogsleg
DL_M_5,44414-DL_M_5-X-90,8/6/2021,X-90,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF3,One.Year,7/25/2022,1,0,0,0,0,0,N,N,N,N,2,3,0,Dogsleg
DL_M_5,44414-DL_M_5-X-91,8/6/2021,X-91,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF350,One.Year,7/25/2022,3,0,0,0,10,0,N,N,N,N,3,3,0,Dogsleg
DL_M_5,44414-DL_M_5-X-92,8/6/2021,X-92,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF393,One.Year,7/25/2022,5,0,0,0,20,0,N,N,N,N,2,3,0,Dogsleg
DL_M_5,44414-DL_M_5-X-94,8/6/2021,X-94,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF656,One.Month,9/10/2021,0,0,0,4,2,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_5,44414-DL_M_5-X-81,8/6/2021,X-81,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF686,One.Year,7/25/2022,14,0,0,0,15,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-82,8/6/2021,X-82,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF686,One.Year,7/25/2022,8,0,0,0,15,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-83,8/6/2021,X-83,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF590,One.Year,7/25/2022,3,0,0,0,75,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-97,8/6/2021,X-97,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF672,One.Year,7/25/2022,3,0,0,0,25,0,N,N,N,N,2,3,0,Dogsleg
DL_M_5,44414-DL_M_5-X-98,8/6/2021,X-98,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF674,One.Year,7/25/2022,8,0,0,0,15,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-99,8/6/2021,X-99,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF688,One.Year,7/25/2022,7,0,0,0,25,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-100,8/6/2021,X-100,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF689,One.Year,7/25/2022,6,0,0,0,35,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-101,8/6/2021,X-101,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF697,One.Year,7/25/2022,7,0,0,0,20,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-93,8/6/2021,X-93,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF441,One.Year,7/25/2022,6,0,0,0,25,0,N,N,N,N,3,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-94,8/6/2021,X-94,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF656,One.Year,7/25/2022,1,0,0,0,30,0,N,N,N,N,2,2,0,Dogsleg
DL_M_5,44414-DL_M_5-X-95,8/6/2021,X-95,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF662,One.Year,7/25/2022,10,0,0,0,0,0,N,N,N,N,4,4,0,Dogsleg
DL_M_5,44414-DL_M_5-X-96,8/6/2021,X-96,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF668,One.Year,7/25/2022,9,0,0,0,8,0,N,N,N,N,3,4,0,Dogsleg
DL_M_7,44767-DL_M_7-X133,7/25/2022,X133,Restoration,net/cement,cp,grouped,16,OFAV,OF800,One.Month,8/26/2022,0,0,2,0,0,0,N,N,N,N,2,4,2 frags popped off,Dogsleg
DL_M_7,44767-DL_M_7-X132,7/25/2022,X132,Restoration,net/epoxy,co,grouped,25,OFAV,OF800,One.Month,8/26/2022,0,0,3,0,0,0,N,N,N,N,2,4,3 frags popped off,Dogsleg
DL_M_7,44767-DL_M_7-X132,7/25/2022,X132,Restoration,net/epoxy,co,grouped,25,OFAV,OF800,One.Year,8/20/2023,0,0,3,0,0,0,N,N,N,Y,3,4,"entirely bleached, but not dead yet",Dogsleg
DL_M_7,44767-DL_M_7-X133,7/25/2022,X133,Restoration,net/cement,cp,grouped,16,OFAV,OF800,One.Year,8/20/2023,0,0,2,0,0,0,N,N,N,Y,3,4,"entirely bleached, but not dead yet",Dogsleg
DL_M_7,44767-DL_M_7-X134,7/25/2022,X134,Restoration,net,co,grouped,15,OFAV,OF800,One.Year,8/20/2023,0,0,0,0,0,0,N,N,N,Y,3,4,"entirely bleached, but not dead yet",Dogsleg
DL_M_7,44767-DL_M_7-X139,7/25/2022,X139,Restoration,net/epoxy,cp,grouped,25,OFAV,OF801,One.Year,8/20/2023,9,0,0,0,0,0,N,N,N,Y,3,4,bleached but not yet dead,Dogsleg
DL_M_7,44767-DL_M_7-X140,7/25/2022,X140,Restoration,net,co,grouped,18,OFAV,OF801,One.Year,8/20/2023,0,14,0,0,0,0,N,N,N,Y,4,4,bleached and dead,Dogsleg
DL_M_7,44767-DL_M_7-X141,7/25/2022,X141,Restoration,net,cp,grouped,15,OFAV,OF801,One.Year,8/20/2023,4,0,0,0,0,0,N,N,N,Y,3,4,bleached but not dead,Dogsleg
DL_M_7,44767-DL_M_7-X141,7/25/2022,X141,Restoration,net,cp,grouped,15,OFAV,OF801,One.Month,8/26/2022,0,0,2,0,0,0,N,N,N,N,2,4,2 frags popped off,Dogsleg
